	A	B	C	D	NEXTWEEKBAP	BAP	BD	SAC	PK	NIMISSFIND	NIMEMREF	OL
2016:4:3:7:BADE	0	1	4	5	1	0	13	4	23	10	1	10
2016:4:3:7:BEITOU	0	1	2	3	1	0	9	5	20	8	0	14
2016:4:3:7:DANFENG	1	0	2	3	1	0	7	2	10	5	0	2
2016:4:3:7:DANSHUI	0	0	3	4	0	0	7	2	13	6	0	11
2016:4:3:7:GUISHAN	0	0	3	1	0	0	4	4	9	1	1	3
2016:4:3:7:HUALIAN_1	0	1	5	3	1	0	10	5	15	13	0	23
2016:4:3:7:HUALIAN_2	0	0	3	7	1	0	14	5	20	13	1	18
2016:4:3:7:HUALIAN_3	0	0	2	10	1	0	21	4	17	7	0	21
2016:4:3:7:JILONG	0	0	4	4	0	0	8	2	23	16	2	6
2016:4:3:7:JINGXIN	0	1	2	4	0	0	10	5	19	16	0	15
2016:4:3:7:JINHUA	0	1	4	9	1	1	21	5	14	18	1	53
2016:4:3:7:LONGTAN	0	0	2	2	0	0	5	3	8	3	0	4
2016:4:3:7:LUZHOU	1	1	2	5	1	0	16	1	15	13	1	26
2016:4:3:7:MIAOLI	0	0	1	2	1	0	5	4	9	5	1	16
2016:4:3:7:MUZHA	0	0	2	7	0	0	10	4	15	12	1	17
2016:4:3:7:NEIHU	0	0	2	5	0	1	9	6	12	5	0	11
2016:4:3:7:SANCHONG	0	0	3	8	0	0	15	9	23	9	2	9
2016:4:3:7:SANXIA	0	1	4	2	1	0	13	3	11	10	1	20
2016:4:3:7:SHILIN	0	0	2	6	0	0	12	5	19	11	1	27
2016:4:3:7:SIYUAN	0	0	3	1	0	0	4	0	3	3	0	14
2016:4:3:7:SONGSHAN	0	0	2	8	0	0	11	5	16	13	0	27
2016:4:3:7:TAIDONG_1	0	1	5	5	1	1	16	7	21	9	0	17
2016:4:3:7:TAIDONG_2	0	0	6	6	0	4	14	10	16	6	0	12
2016:4:3:7:TAIDONG_3			2	3	0	1	5	6	8	0	0	4
2016:4:3:7:TAOYUAN_1	0	0	3	5	0	1	8	5	15	6	0	8
2016:4:3:7:TAOYUAN_2	0	0	3	9	0	1	15	3	16	8	3	8
2016:4:3:7:TAOYUAN_3	0	0	7	7	0	0	17	6	13	16	0	18
2016:4:3:7:TAOYUAN_4	0	0	1	3	0	0	10	2	12	9	1	20
2016:4:3:7:TIANMU	0	2	7	6	0	0	18	6	19	13	1	29
2016:4:3:7:TOUFEN	0	0	2	2	0	0	4	5	8	3	0	9
2016:4:3:7:TUCHENG	0	1	8	8	1	1	18	4	28	8	2	24
2016:4:3:7:WANDA	0	0	2	7	0	1	14	3	16	9	2	24
2016:4:3:7:XIANGSHAN	0	0	1	2	0	1	3	0	10	8	1	10
2016:4:3:7:XINAN	0	1	9	4	0	2	26	11	25	9	6	24
2016:4:3:7:XINBAN	0	0	0	4	0	0	8	2	11	17	0	24
2016:4:3:7:XINDIAN	0	0	3	2	0	0	8	2	7	14	1	13
2016:4:3:7:XINPU	0	0	0	2	0	0	4	2	7	6	0	6
2016:4:3:7:XINZHU_1	0	0	3	0	0	0	6	3	11	12	0	20
2016:4:3:7:XINZHU_3	0	1	4	6	0	0	4	5	19	8	5	10
2016:4:3:7:XIZHI	0	0	2	6	0	0	9	4	20	9	0	15
2016:4:3:7:YILAN	0	0	12	9	0	1	23	12	33	25	0	38
2016:4:3:7:YONGHE	0	0	3	1	0	0	10	4	7	7	0	14
2016:4:3:7:YULI	0	1	2	2	0	1	5	1	12	9	1	18
2016:4:3:7:ZHONGHE_1	0	0	1	0	0	0	4	2	6	5	1	10
2016:4:3:7:ZHONGHE_2	0	1	2	3	0	0	13	3	15	12	1	12
2016:4:3:7:ZHONGLI_1	0	0	6	4	0	0	19	5	17	5	0	16
2016:4:3:7:ZHONGLI_2	0	1	3	6	1	0	12	2	12	6	2	5
2016:4:3:7:ZHUBEI_1	0 	0	0	1	0	3	1	0	8	6	0	1
2016:4:3:7:ZHUBEI_2	0	1	0	1	0	0	2	1	6	6	0	9
2016:4:3:7:ZHUBEI_3	0	0	1	2	0	0	0	2	8	6	0	11
2016:4:3:7:ZHUDONG	0	1	5	4	1	0	11	7	10	6	3	11
2016:4:3:7:ZHUNAN	1	0	3	11	1	0	17	5	24	11	4	26
2016:4:4:7:ANKANG	0	0	3	1	0	0	6	2	9	6	1	10
2016:4:4:7:BADE	0	1	3	1	0	1	12	3	23	9	0	19
2016:4:4:7:BEITOU	0	1	3	5	0	1	13	5	23	19	3	16
2016:4:4:7:DANFENG	0	0	1	3	0	0	8	4	10	9	0	13
2016:4:4:7:DANSHUI	0	0	4	6	1	0	10	4	12	13	0	20
2016:4:4:7:GUISHAN	0	1	4	0	0	0	5	3	9	2	2	3
2016:4:4:7:HUALIAN_1	0	1	4	2	1	0	8	0	12	8	0	15
2016:4:4:7:HUALIAN_2	0	1	3	10	3	0	15	6	20	8	0	19
2016:4:4:7:HUALIAN_3	0	0	3	10	0	0	17	5	17	12	0	17
2016:4:4:7:JILONG	0	0	3	8	0	0	13	6	19	8	3	11
2016:4:4:7:JINGXIN	1	0	3	5	1	0	11	3	16	6	0	27
2016:4:4:7:JINHUA	1	1	3	8	1	0	18	2	16	22	0	62
2016:4:4:7:LONGTAN	0	0	0	0	0	0	0	0	2	2	0	3
2016:4:4:7:LUZHOU	1	1	3	5	0	0	18	2	13	16	0	25
2016:4:4:7:MIAOLI	0	0	2	4	1	0	6	4	8	2	0	4
2016:4:4:7:MUZHA	0	0	2	7	0	0	11	7	18	21	2	24
2016:4:4:7:NEIHU	0	0	1	1	0	0	6	4	5	14	1	25
2016:4:4:7:SANCHONG	0	0	4	7	0	0	11	8	20	5	1	18
2016:4:4:7:SANXIA	0	0	4	2	0	1	11	2	15	8	2	13
2016:4:4:7:SHILIN	0	1	3	6	0	0	14	7	15	10	1	4
2016:4:4:7:SIYUAN	0	0	2	1	0	0	1	3	4	9	0	17
2016:4:4:7:SONGSHAN	0	0	3	10	0	0	19	7	29	15	1	16
2016:4:4:7:TAIDONG_1	0	1	5	3	0	0	9	5	18	10	0	26
2016:4:4:7:TAIDONG_2	0	0	3	7	0	0	13	4	12	5	0	15
2016:4:4:7:TAIDONG_3	0	0	1	0	0	0	4	0	2	6	0	9
2016:4:4:7:TAOYUAN_1	1	0	2	0	1	0	1	3	16	2	0	10
2016:4:4:7:TAOYUAN_2	0	0	3	9	0	0	14	2	7	6	2	14
2016:4:4:7:TAOYUAN_3	0	1	6	6	1	0	14	6	13	13	0	19
2016:4:4:7:TAOYUAN_4	0	0	0	6	0	0	11	2	11	12	0	18
2016:4:4:7:TIANMU	0	2	7	5	0	0	19	8	17	11	0	24
2016:4:4:7:TOUFEN	0	0	0	3	0	0	3	2	11	2	0	17
2016:4:4:7:TUCHENG	0	0	6	12	0	1	23	6	20	14	4	16
2016:4:4:7:WANDA	0	0	4	7	0	0	20	4	17	10	0	23
2016:4:4:7:XIANGSHAN	0	0	0	2	0	0	2	2	12	8	0	9
2016:4:4:7:XINAN	0	1	11	6	0	0	23	10	23	15	1	33
2016:4:4:7:XINBAN	0	0	0	5		0	6	4	4	5	0	7
2016:4:4:7:XINDIAN	0	0	1	2	0	0	6	1	10	10	1	17
2016:4:4:7:XINPU	0	0	2	0	0	0	0	0	4	1	0	2
2016:4:4:7:XINZHU_1	0	0	3	1	2	0	6	6	13	13	0	24
2016:4:4:7:XINZHU_3	1	1	1	7	2	0	12	4	18	15	1	21
2016:4:4:7:XIZHI	0	1	7	5	0	0	12	13	18	13	1	23
2016:4:4:7:YILAN	0	1	14	13	0	0	31	16	33	24	1	37
2016:4:4:7:YONGHE	0	0	2	0	0	0	6	1	8	7	0	13
2016:4:4:7:YULI	0	1	2	3	0	0	9	2	10	12	1	26
2016:4:4:7:ZHONGHE_1	0	0	1	1	1	0	7	2	8	6	1	4
2016:4:4:7:ZHONGHE_2	0	2	3	2	2	0	16	5	18	10	0	10
2016:4:4:7:ZHONGLI_1	0	0	7	6	1	0	20	1	14	7	0	13
2016:4:4:7:ZHONGLI_2		1	4	5	0	1	10	2	6	5	1	11
2016:4:4:7:ZHUBEI_1	0	0	1	0	0	0	1	1	5	3	0	9
2016:4:4:7:ZHUBEI_2	0	1	1	0	1	0	4	1	5	14	0	24
2016:4:4:7:ZHUBEI_3			1	1	0	0	2	3	4	2	0	3
2016:4:4:7:ZHUDONG	0	0	8	0	0	0	9	5	12	4	0	15
2016:4:4:7:ZHUNAN	0	1	5	9	0	1	18	5	16	9	1	12
